Name:,Shuang Lin
Email:,spl5745@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
393,Ti2Nb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,4.14,None,None,TB1,10.1016/j.actamat.2021.116800
394,TiNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.889,None,None,TB1,10.1016/j.actamat.2021.116800
395,TiNb2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.651,None,None,TB1,10.1016/j.actamat.2021.116800
396,TiNb3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.537,None,None,TB1,10.1016/j.actamat.2021.116800
397,Ti3W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.313,None,None,TB1,10.1016/j.actamat.2021.116800
398,Ti2W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.104,None,None,TB1,10.1016/j.actamat.2021.116800
399,TiW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.632,None,None,TB1,10.1016/j.actamat.2021.116800
400,TiW2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.279,None,None,TB1,10.1016/j.actamat.2021.116800
401,TiW3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.082,None,None,TB1,10.1016/j.actamat.2021.116800
402,TiW7,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.833,None,None,TB1,10.1016/j.actamat.2021.116800
403,Ti3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.86,None,None,TB1,10.1016/j.actamat.2021.116800
404,Ti2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.795,None,None,TB1,10.1016/j.actamat.2021.116800
405,TiRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.736,None,None,TB1,10.1016/j.actamat.2021.116800
406,Hf3Nb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.485,None,None,TB1,10.1016/j.actamat.2021.116800
407,Hf2Nb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.5,None,None,TB1,10.1016/j.actamat.2021.116800
408,HfNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.521,None,None,TB1,10.1016/j.actamat.2021.116800
409,HfNb2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.294,None,None,TB1,10.1016/j.actamat.2021.116800
410,HfNb3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.243,None,None,TB1,10.1016/j.actamat.2021.116800
411,V7W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.98,None,None,TB1,10.1016/j.actamat.2021.116800
412,V3W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.704,None,None,TB1,10.1016/j.actamat.2021.116800
413,VW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.246,None,None,TB1,10.1016/j.actamat.2021.116800
414,VW3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.836,None,None,TB1,10.1016/j.actamat.2021.116800
415,VW7,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.773,None,None,TB1,10.1016/j.actamat.2021.116800
416,Nb7Ta,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.009,None,None,TB1,10.1016/j.actamat.2021.116800
417,Nb3Ta,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.006,None,None,TB1,10.1016/j.actamat.2021.116800
418,NbTa,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.032,None,None,TB1,10.1016/j.actamat.2021.116800
419,NbTa3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.1,None,None,TB1,10.1016/j.actamat.2021.116800
420,NbTa7,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.146,None,None,TB1,10.1016/j.actamat.2021.116800
421,Nb3Mo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.423,None,None,TB1,10.1016/j.actamat.2021.116800
422,Nb2Mo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.289,None,None,TB1,10.1016/j.actamat.2021.116800
423,NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.038,None,None,TB1,10.1016/j.actamat.2021.116800
424,NbMo2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.869,None,None,TB1,10.1016/j.actamat.2021.116800
425,NbMo3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.839,None,None,TB1,10.1016/j.actamat.2021.116800
426,Nb3W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.461,None,None,TB1,10.1016/j.actamat.2021.116800
427,Nb2W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.338,None,None,TB1,10.1016/j.actamat.2021.116800
428,NbW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.076,None,None,TB1,10.1016/j.actamat.2021.116800
429,NbW2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.841,None,None,TB1,10.1016/j.actamat.2021.116800
430,NbW3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.775,None,None,TB1,10.1016/j.actamat.2021.116800
431,Nb7Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.518,None,None,TB1,10.1016/j.actamat.2021.116800
432,Nb3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.404,None,None,TB1,10.1016/j.actamat.2021.116800
433,Nb2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.436,None,None,TB1,10.1016/j.actamat.2021.116800
434,NbRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.023,None,None,TB1,10.1016/j.actamat.2021.116800
435,Ta7Mo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.845,None,None,TB1,10.1016/j.actamat.2021.116800
436,Ta3Mo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.572,None,None,TB1,10.1016/j.actamat.2021.116800
437,TaMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.141,None,None,TB1,10.1016/j.actamat.2021.116800
438,TaMo3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.843,None,None,TB1,10.1016/j.actamat.2021.116800
439,TaMo7,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.85,None,None,TB1,10.1016/j.actamat.2021.116800
440,Ta7Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.657,None,None,TB1,10.1016/j.actamat.2021.116800
441,Ta3Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.261,None,None,TB1,10.1016/j.actamat.2021.116800
442,TaRe,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.707,None,None,TB1,10.1016/j.actamat.2021.116800
443,TaRe3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.85,None,None,TB1,10.1016/j.actamat.2021.116800
444,Mo7W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.945,None,None,TB1,10.1016/j.actamat.2021.116800
445,Mo3W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.928,None,None,TB1,10.1016/j.actamat.2021.116800
446,MoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.91,None,None,TB1,10.1016/j.actamat.2021.116800
447,MoW3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.899,None,None,TB1,10.1016/j.actamat.2021.116800
448,MoW7,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.897,None,None,TB1,10.1016/j.actamat.2021.116800
449,W7Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.14,None,None,TB1,10.1016/j.actamat.2021.116800
450,W3Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.369,None,None,TB1,10.1016/j.actamat.2021.116800
451,WRe,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.928,None,None,TB1,10.1016/j.actamat.2021.116800
452,WRe3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.02,None,None,TB1,10.1016/j.actamat.2021.116800
453,W7Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.339,None,None,TB1,10.1016/j.actamat.2021.116800
454,W3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.505,None,None,TB1,10.1016/j.actamat.2021.116800
455,W2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.828,None,None,TB1,10.1016/j.actamat.2021.116800
456,Ti2NbW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.104,None,None,TB1,10.1016/j.actamat.2021.116800
457,Ti2Nb2W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.182,None,None,TB1,10.1016/j.actamat.2021.116800
458,TiNbW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.758,None,None,TB1,10.1016/j.actamat.2021.116800
459,TiNb2W,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.705,None,None,TB1,10.1016/j.actamat.2021.116800
460,TiNb2W2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.5,None,None,TB1,10.1016/j.actamat.2021.116800
461,TiNbW2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.399,None,None,TB1,10.1016/j.actamat.2021.116800
462,TiWRe,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.973,None,None,TB1,10.1016/j.actamat.2021.116800
463,TiW2Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.924,None,None,TB1,10.1016/j.actamat.2021.116800
464,TiNbRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.492,None,None,TB1,10.1016/j.actamat.2021.116800
465,TiNb2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.418,None,None,TB1,10.1016/j.actamat.2021.116800
466,TiZrHfNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.732,None,None,TB1,10.1016/j.actamat.2021.116800
467,TiZrHf2Nb2,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.642,None,None,TB1,10.1016/j.actamat.2021.116800
468,TiZrHfNb3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.531,None,None,TB1,10.1016/j.actamat.2021.116800
469,TiZrVNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.66,None,None,TB1,10.1016/j.actamat.2021.116800
470,TiZr2V2Nb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.439,None,None,TB1,10.1016/j.actamat.2021.116800
471,TiVNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.788,None,None,TB1,10.1016/j.actamat.2021.116800
472,TiNbWRe,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.078,None,None,TB1,10.1016/j.actamat.2021.116800
473,TiNb3WRe,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.364,None,None,TB1,10.1016/j.actamat.2021.116800
474,TiNb2W2Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.106,None,None,TB1,10.1016/j.actamat.2021.116800
475,TiNbW3Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.938,None,None,TB1,10.1016/j.actamat.2021.116800
476,TiNbWRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.269,None,None,TB1,10.1016/j.actamat.2021.116800
477,TiNb3WRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.457,None,None,TB1,10.1016/j.actamat.2021.116800
478,TiNb2W2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.25,None,None,TB1,10.1016/j.actamat.2021.116800
479,TiNbW3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.175,None,None,TB1,10.1016/j.actamat.2021.116800
480,VNbWRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.342,None,None,TB1,10.1016/j.actamat.2021.116800
481,VNb2W2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.182,None,None,TB1,10.1016/j.actamat.2021.116800
482,VNbW3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.192,None,None,TB1,10.1016/j.actamat.2021.116800
483,VMoWRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.46,None,None,TB1,10.1016/j.actamat.2021.116800
484,VMoW3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.316,None,None,TB1,10.1016/j.actamat.2021.116800
485,Nb2Ta2MoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.416,None,None,TB1,10.1016/j.actamat.2021.116800
486,NbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.106,None,None,TB1,10.1016/j.actamat.2021.116800
487,NbTa3MoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.425,None,None,TB1,10.1016/j.actamat.2021.116800
488,NbTaMoW3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.854,None,None,TB1,10.1016/j.actamat.2021.116800
489,Nb3TaWRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.233,None,None,TB1,10.1016/j.actamat.2021.116800
490,Nb2TaW2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.137,None,None,TB1,10.1016/j.actamat.2021.116800
491,NbMoW3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.296,None,None,TB1,10.1016/j.actamat.2021.116800
492,Ta2MoW2Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.851,None,None,TB1,10.1016/j.actamat.2021.116800
493,TaMoWRe,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.998,None,None,TB1,10.1016/j.actamat.2021.116800
494,TaMoW3Re,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.97,None,None,TB1,10.1016/j.actamat.2021.116800
495,TaMoWRu,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.525,None,None,TB1,10.1016/j.actamat.2021.116800
496,TaMo2W2Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.301,None,None,TB1,10.1016/j.actamat.2021.116800
497,TaMoW3Ru,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.29,None,None,TB1,10.1016/j.actamat.2021.116800
498,NbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.113,None,None,TC1,10.1016/j.actamat.2021.116800
499,VNbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.28,None,None,TC1,10.1016/j.actamat.2021.116800
500,VNbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.28,None,None,TC1,10.1016/j.actamat.2021.116800
501,TiZrHfNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.088,None,None,TC1,10.1016/j.actamat.2021.116800
502,TiZrHfNb0.5Mo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.13,None,None,TC1,10.1016/j.actamat.2021.116800
503,TiZrHfNb1.5Mo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.058,None,None,TC1,10.1016/j.actamat.2021.116800
504,Ti0.5ZrHfNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.979,None,None,TC1,10.1016/j.actamat.2021.116800
505,Ti1.5ZrHfNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.177,None,None,TC1,10.1016/j.actamat.2021.116800
506,TiZr0.5HfNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.038,None,None,TC1,10.1016/j.actamat.2021.116800
507,TiZr1.5HfNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.135,None,None,TC1,10.1016/j.actamat.2021.116800
508,TiZrHf0.5NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.997,None,None,TC1,10.1016/j.actamat.2021.116800
509,TiZrHf1.5NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.162,None,None,TC1,10.1016/j.actamat.2021.116800
510,TiZrHf0.5NbMo0.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.237,None,None,TC1,10.1016/j.actamat.2021.116800
511,TiZrHfNbMo1.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.924,None,None,TC1,10.1016/j.actamat.2021.116800
512,TiZrHfNbTa,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.552,None,None,TC1,10.1016/j.actamat.2021.116800
513,TiZrHfNbTa,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.552,None,None,TC1,10.1016/j.actamat.2021.116800
514,TiZrHfNbTaMo0.25,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.388,None,None,TC1,10.1016/j.actamat.2021.116800
515,TiZrHfNbTaMo0.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.26,None,None,TC1,10.1016/j.actamat.2021.116800
516,TiZrHfNbTaMo0.75,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.158,None,None,TC1,10.1016/j.actamat.2021.116800
517,TiZrHfNbTaMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.073,None,None,TC1,10.1016/j.actamat.2021.116800
518,TiZrNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.883,None,None,TC1,10.1016/j.actamat.2021.116800
519,TiZrV0.25NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.893,None,None,TC1,10.1016/j.actamat.2021.116800
520,TiZrV0.5NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.898,None,None,TC1,10.1016/j.actamat.2021.116800
521,TiZrV0.75NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.896,None,None,TC1,10.1016/j.actamat.2021.116800
522,TiZrVNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.89,None,None,TC1,10.1016/j.actamat.2021.116800
523,TiZrV1.5NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.881,None,None,TC1,10.1016/j.actamat.2021.116800
524,TiZrV2NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.877,None,None,TC1,10.1016/j.actamat.2021.116800
525,TiZrV3NbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.874,None,None,TC1,10.1016/j.actamat.2021.116800
526,TiVNbTa,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.296,None,None,TC1,10.1016/j.actamat.2021.116800
527,TiVNbTaW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.827,None,None,TC1,10.1016/j.actamat.2021.116800
528,NbTaVW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.527,None,None,TC1,10.1016/j.actamat.2021.116800
529,TiZrVNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.37,None,None,TC1,10.1016/j.actamat.2021.116800
530,TiZrV2Nb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.23,None,None,TC1,10.1016/j.actamat.2021.116800
531,TiVNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.728,None,None,TC1,10.1016/j.actamat.2021.116800
532,TiZrHfVNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.569,None,None,TC1,10.1016/j.actamat.2021.116800
533,TiZrHfNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.088,None,None,TC1,10.1016/j.actamat.2021.116800
534,TiVNbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.575,None,None,TC1,10.1016/j.actamat.2021.116800
535,TiNbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.498,None,None,TC1,10.1016/j.actamat.2021.116800
536,NbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.113,None,None,TC1,10.1016/j.actamat.2021.116800
537,VNbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.28,None,None,TC1,10.1016/j.actamat.2021.116800
538,TiZrVNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.37,None,None,TC1,10.1016/j.actamat.2021.116800
539,TiZrV0.3Nb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.485,None,None,TC1,10.1016/j.actamat.2021.116800
540,TiZrVNbMo0.3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.185,None,None,TC1,10.1016/j.actamat.2021.116800
541,TiZrVNbMo0.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.085,None,None,TC1,10.1016/j.actamat.2021.116800
542,TiZrVNbMo0.7,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.0,None,None,TC1,10.1016/j.actamat.2021.116800
543,TiZrVNbMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.89,None,None,TC1,10.1016/j.actamat.2021.116800
544,TiZrVNbMo1.3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.795,None,None,TC1,10.1016/j.actamat.2021.116800
545,TiZrV0.3NbMo0.1,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.387,None,None,TC1,10.1016/j.actamat.2021.116800
546,TiZrV0.3NbMo0.3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.226,None,None,TC1,10.1016/j.actamat.2021.116800
547,TiZrV0.3NbMo0.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.106,None,None,TC1,10.1016/j.actamat.2021.116800
548,TiZrV0.3NbMo0.7,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.011,None,None,TC1,10.1016/j.actamat.2021.116800
549,TiZrV0.3NbMo1.0,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.894,None,None,TC1,10.1016/j.actamat.2021.116800
550,TiZrV0.3NbMo1.3,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.793,None,None,TC1,10.1016/j.actamat.2021.116800
551,TiZrV0.3NbMo1.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.731,None,None,TC1,10.1016/j.actamat.2021.116800
552,TiZrHf0.5NbMo0.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.997,None,None,TC1,10.1016/j.actamat.2021.116800
553,ZrHfNbTa,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.316,None,None,TC1,10.1016/j.actamat.2021.116800
554,NbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.113,None,None,TC1,10.1016/j.actamat.2021.116800
555,Ti0.25NbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.233,None,None,TC1,10.1016/j.actamat.2021.116800
556,Ti0.5NbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.335,None,None,TC1,10.1016/j.actamat.2021.116800
557,Ti0.75NbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.424,None,None,TC1,10.1016/j.actamat.2021.116800
558,TiNbTaMoW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.498,None,None,TC1,10.1016/j.actamat.2021.116800
559,TiVNbTaMo,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.809,None,None,TC1,10.1016/j.actamat.2021.116800
560,Ti38Hf24V15Nb23,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.713,None,None,TC1,10.1016/j.actamat.2021.116800
561,TiZrHfNbTa,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.552,None,None,TC1,10.1016/j.actamat.2021.116800
562,TiZrHfNb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.821,None,None,TC1,10.1016/j.actamat.2021.116800
563,Ti1.5ZrHf0.5Nb0.5Ta0.5,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.817,None,None,TC1,10.1016/j.actamat.2021.116800
564,MoNbTi,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.651,None,None,TA4,10.1016/j.jmps.2021.104389
565,MoNbTaVW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.249,None,None,TA4,10.1016/j.jmps.2021.104389
566,MoNbTaW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.087,None,None,TA4,10.1016/j.jmps.2021.104389
567,HfNbTiZr,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.403,None,None,T2,10.1016/j.actamat.2020.03.004
568,NbTiVZr,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,3.034,None,None,T2,10.1016/j.actamat.2020.03.004
569,MoNbTiV,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.371,None,None,T2,10.1016/j.actamat.2020.03.004
570,MoNbTaVW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,2.009,None,None,T2,10.1016/j.actamat.2020.03.004
571,MoNbTaW,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,1.858,None,None,T2,10.1016/j.actamat.2020.03.004
572,HfNbZr,None,None,none,B/G ratio,DFT,None,0.0,2.72,None,None,T1,10.1016/j.ijrmhm.2020.105451
573,HfNbZrTa,None,None,none,B/G ratio,DFT,None,0.0,2.57,None,None,T1,10.1016/j.ijrmhm.2020.105451
574,HfNbZrTa0.75Ti0.25,None,None,none,B/G ratio,DFT,None,0.0,2.61,None,None,T1,10.1016/j.ijrmhm.2020.105451
575,HfNbZrTa0.5Ti0.5,None,None,none,B/G ratio,DFT,None,0.0,2.64,None,None,T1,10.1016/j.ijrmhm.2020.105451
576,HfNbZrTa0.25Ti0.75,None,None,none,B/G ratio,DFT,None,0.0,2.7,None,None,T1,10.1016/j.ijrmhm.2020.105451
577,HfNbZrTi,None,None,none,B/G ratio,DFT,None,0.0,2.78,None,None,T1,10.1016/j.ijrmhm.2020.105451
578,NbTiZr,BCC,None,none,Tensile Ductility,EXP,None,298.15,5.2,None,%,T5,10.1016/j.apsusc.2021.149338
579,NbTaTiZr,BCC,None,none,Tensile Ductility,EXP,None,298.15,5.3,None,%,T5,10.1016/j.apsusc.2021.149338
